Loan ID,Dealer ID,Date of Disburement,Loan Amount,Final Repayment Date,Hub,Repayment Date,Actual Interest (IDR)  for Repayment Tranche 1,Renewal Fee (0.5%),Dealer Repayed Amount,Repayment Tranche 2 Payment Date,Interest on Pending Amount ,Renewal Fee (0.5%),Actual Payment Received ,Repayment Tranche 3 Due Date,Interest on Pending Amount ,Actual Payment Received ,Repayment Tranche 3 Due Date,Interest on Pending Amount ,Actual Payment Received ,Repayment Tranche 3 Due Date,Interest on Pending Amount ,Actual Payment Received ,,Date Anchor 1,Date Anchor 2,Date Anchor 3,Date Anchor 4,Date Anchor 5,,Tranche 1,Tranche 2,Tranche 3,Tranche 4,Tranche 5,,Reversal 1,Reversal 2,Reversal 3,Reversal 4,Reversal 5,,Repossession,Financier,Lender,RBH
SFA08764,GCD-12763,2025-01-21,102000000,2025-04-16,Jabodetabek,2025-02-24,2915500,388500,3304001,2025-03-25,2415700,388500,2804200,2025-04-16,1832600,103832599,,,,,,,,2025-02-24,2025-03-25,2025-04-16,,,,1,0,101999999,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA08766,GCD-20940,2025-01-21,95000000,2025-02-04,Serang,2025-02-04,1163750,0,96163750,,,,,,,,,,,,,,,2025-02-04,,,,,,95000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08767,GCD-19105,2025-01-21,95499900,2025-02-10,Jabodetabek,2025-02-10,1637823,0,97137723,,,,,,,,,,,,,,,2025-02-10,,,,,,95499900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08768,GCD-20154,2025-01-21,30000000,2025-02-12,Surabaya,2025-02-12,563500,0,30563500,,,,,,,,,,,,,,,2025-02-12,,,,,,30000000,,,,,,0,,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08769,GCD-20470,2025-01-21,93000000,2025-04-17,Jabodetabek,2025-02-20,2354450,388500,2742951,2025-03-20,2126600,388500,2515100,2025-04-17,2126600,95126599,,,,,,,,2025-02-20,2025-03-20,2025-04-17,,,,1,0,92999999,,,,0,0,0,,,,,Modalku,csi,Etrisno
SFA08771,GCD-19105,2025-01-21,91000000,2025-02-19,Jabodetabek,2025-02-19,2229500,0,93229500,,,,,,,,,,,,,,,2025-02-19,,,,,,91000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08772,GCD-20154,2025-01-21,40000000,2025-04-21,Surabaya,2025-02-22,1078000,388500,1466501,2025-03-25,1012667,388500,1401168,2025-04-21,882000,40881998,,,,,,,,2025-02-22,2025-03-25,2025-04-21,,,,1,1,39999998,,,,0,0,0,,,,,Akseleran,csi,Rajdeep Dutta
SFA08775,GCD-19371,2025-01-21,110799900,2025-02-11,Jabodetabek,2025-02-11,1990705,0,112790605,,,,,,,,,,,,,,,2025-02-11,,,,,,110799900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08776,GCD-20743,2025-01-21,140000000,2025-04-21,Bandung,2025-02-19,3430000,388500,3818501,2025-03-24,3773000,388500,4161500,2025-04-21,3201333,143201332,,,,,,,,2025-02-19,2025-03-24,2025-04-21,,,,1,0,139999999,,,,0,0,0,,,,,Modalku,csi,Etrisno
SFA08777,GCD-2670,2025-01-21,130000000,2025-02-21,Jabodetabek,2025-02-21,2773333,0,132773333,,,,,,,,,,,,,,,2025-02-21,,,,,,130000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08778,GCD-2670,2025-01-21,100000000,2025-03-11,Jabodetabek,2025-03-11,3374668,0,103374668,,,,,,,,,,,,,,,2025-03-11,,,,,,100000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08779,GCD-2670,2025-01-21,95000000,2025-01-23,Jabodetabek,2025-01-23,443333,0,95443333,,,,,,,,,,,,,,,2025-01-23,,,,,,95000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08780,GCD-20161,2025-01-21,30000000,2025-01-30,Surabaya,2025-01-30,245000,0,30245000,,,,,,,,,,,,,,,2025-01-30,,,,,,30000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08616,GCD-2239,2025-01-22,800000000,2025-04-22,Surabaya,2025-02-21,20253333,388500,20641833,2025-03-23,19600000,388500,19988500,2025-04-22,19600000,819600000,,,,,,,,2025-02-21,2025-03-23,2025-04-22,,,,0,0,800000000,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA08698,GCD-2183,2025-01-22,70000000,2025-04-23,Jabodetabek,2025-02-21,1772167,388500,2160668,2025-03-22,1657833,388500,2046333,2025-04-23,1829333,71829332,,,,,,,,2025-02-21,2025-03-22,2025-04-23,,,,1,0,69999999,,,,0,0,0,,,,,Akseleran,csi,Rajdeep Dutta
SFA08723,GCD-2239,2025-01-22,125000000,2025-04-23,Surabaya,2025-02-21,3164583,388500,3553083,2025-03-23,3062500,388500,3451000,2025-04-23,3164583,128164583,,,,,,,,2025-02-21,2025-03-23,2025-04-23,,,,0,0,125000000,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA08759,GCD-8241,2025-01-22,84000000,2025-02-13,Jabodetabek,2025-02-13,1288000,0,85288000,,,,,,,,,,,,,,,2025-02-13,,,,,,84000000,,,,,,0,,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08761,GCD-8241,2025-01-22,63000000,2025-03-03,Jabodetabek,2025-02-27,1554000,349650,1903651,2025-03-03,168000,0,63167999,,,,,,,,,,,2025-02-27,2025-03-03,,,,,1,62999999,,,,,0,0,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08763,GCD-8241,2025-01-22,59500000,2025-02-25,Jabodetabek,2025-02-25,1388333,0,60888333,,,,,,,,,,,,,,,2025-02-25,,,,,,59500000,,,,,,0,,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08770,GCD-20651,2025-01-22,125000000,2025-01-25,Jabodetabek,2025-01-25,714583,0,125714583,,,,,,,,,,,,,,,2025-01-25,,,,,,125000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08774,GCD-19693,2025-01-22,130000000,2025-03-27,Jabodetabek,2025-02-20,3185000,388500,3573501,2025-03-25,3503500,388500,3892000,2025-03-27,212333,130212332,,,,,,,,2025-02-20,2025-03-25,2025-03-27,,,,1,0,129999999,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA08781,GCD-8241,2025-01-22,69000000,2025-04-24,Jabodetabek,2025-02-27,1702000,382950,2084951,2025-03-25,1196000,382950,1578950,2025-04-24,1380000,70379999,,,,,,,,2025-02-27,2025-03-25,2025-04-24,,,,1,0,68999999,,,,0,0,0,,,,,Akseleran,csi,Rajdeep Dutta
SFA08782,GCD-20901,2025-01-22,95000000,2025-03-24,Surabaya,2025-02-24,2637833,388500,3026333,2025-03-24,2172333,0,97172333,,,,,,,,,,,2025-02-24,2025-03-24,,,,,0,95000000,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA08783,GCD-20187,2025-01-22,75500000,2025-01-30,Bandung,2025-01-30,554925,0,76054925,,,,,,,,,,,,,,,2025-01-30,,,,,,75500000,,,,,,0,,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08785,GCD-16912,2025-01-22,55000000,2025-01-28,Bandung,2025-01-28,314417,0,55314417,,,,,,,,,,,,,,,2025-01-28,,,,,,55000000,,,,,,0,,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08786,GCD-6589,2025-01-22,77999900,2025-02-03,Semarang,2025-02-03,828099,0,78827999,,,,,,,,,,,,,,,2025-02-03,,,,,,77999900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08787,GCD-17386,2025-01-22,259000000,2025-04-22,Jabodetabek,2025-02-21,6557017,388500,6945518,2025-03-26,6980050,388500,7368550,2025-04-22,5710950,264710949,,,,,,,,2025-02-21,2025-03-26,2025-04-22,,,,1,0,258999999,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA08788,GCD-19779,2025-01-22,100000000,2025-04-21,Jabodetabek,2025-02-21,2531667,555000,3086668,2025-03-24,2531667,555000,3086668,2025-04-21,2286667,102286665,,,,,,,,2025-02-21,2025-03-24,2025-04-21,,,,1,1,99999998,,,,0,0,0,,,,,BSS,csi,Rajdeep Dutta
SFA08792,GCD-18778,2025-01-22,248000000,2025-01-25,Jabodetabek,2025-01-25,1417733,0,249417733,,,,,,,,,,,,,,,2025-01-25,,,,,,248000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08793,GCD-20342,2025-01-22,90600000,2025-04-23,Jabodetabek,2025-02-21,2293690,388500,2682191,2025-03-22,2145710,388500,2534210,2025-04-23,2367680,92967679,,,,,,,,2025-02-21,2025-03-22,2025-04-23,,,,1,0,90599999,,,,0,0,0,,,,,Akseleran,csi,Rajdeep Dutta
SFA08794,GCD-19918,2025-01-22,55000000,2025-03-10,Surabaya,2025-02-21,1392417,388500,1780918,2025-03-10,763583,0,55763582,,,,,,,,,,,2025-02-21,2025-03-10,,,,,1,54999999,,,,,0,0,,,,,,Modalku,finsso,Rajdeep Dutta
SFA08795,GCD-9856,2025-01-22,39999900,2025-02-17,Yogyakarta,2025-02-17,881998,0,40881898,,,,,,,,,,,,,,,2025-02-17,,,,,,39999900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08796,GCD-20542,2025-01-22,130499900,2025-01-23,Jabodetabek,2025-01-23,746024,0,131245924,,,,,,,,,,,,,,,2025-01-23,,,,,,130499900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08797,GCD-3995,2025-01-22,72999900,2025-04-19,Jabodetabek,2025-02-22,1557331,388500,1945831,2025-03-23,1411331,388500,1799831,2025-04-19,1313998,74313898,,,,,,,,2025-02-22,2025-03-23,2025-04-19,,,,0,0,72999900,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA08798,GCD-20285,2025-01-22,80000000,2025-04-08,Semarang,2025-02-19,1894667,388500,2283168,2025-03-22,2025333,388500,2413833,2025-04-08,1110667,81110666,,,,,,,,2025-02-19,2025-03-22,2025-04-08,,,,1,0,79999999,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA08799,GCD-20329,2025-01-22,55000000,2025-04-23,Bandung,2025-02-21,1392417,388500,1780918,2025-03-25,1437333,388500,1825833,2025-04-23,1302583,56302582,,,,,,,,2025-02-21,2025-03-25,2025-04-23,,,,1,0,54999999,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA08800,GCD-20747,2025-01-22,81999900,2025-03-11,Semarang,2025-02-16,1741131,388500,2129631,2025-03-11,1540231,0,83540131,,,,,,,,,,,2025-02-16,2025-03-11,,,,,0,81999900,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA08801,GCD-1415,2025-01-22,99999900,2025-02-10,Jabodetabek,2025-02-10,1633332,0,101633232,,,,,,,,,,,,,,,2025-02-10,,,,,,99999900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08802,GCD-18609,2025-01-22,53000000,2025-04-24,Jabodetabek,2025-02-25,1514917,388500,1903418,2025-03-24,1168650,388500,1557150,2025-04-24,1341783,54341782,,,,,,,,2025-02-25,2025-03-24,2025-04-24,,,,1,0,52999999,,,,0,0,0,,,,,Modalku,finsso,Rajdeep Dutta
SFA08803,GCD-15556,2025-01-22,126000000,2025-02-17,Jabodetabek,2025-02-17,2778300,0,128778300,,,,,,,,,,,,,,,2025-02-17,,,,,,126000000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA08804,GCD-13262,2025-01-22,120000000,2025-04-23,Surabaya,2025-02-20,2940000,388500,3328501,2025-03-24,3136000,388500,3524500,2025-04-23,2940000,122939999,,,,,,,,2025-02-20,2025-03-24,2025-04-23,,,,1,0,119999999,,,,0,0,0,,,,,Akseleran,csi,Rajdeep Dutta
SFA08805,GCD-20626,2025-01-22,79999900,2025-01-31,Palembang,2025-01-31,653333,0,80653233,,,,,,,,,,,,,,,2025-01-31,,,,,,79999900,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA08806,GCD-1816,2025-01-22,72999900,2025-02-25,Jabodetabek,2025-02-25,2086580,0,75086480,,,,,,,,,,,,,,,2025-02-25,,,,,,72999900,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA08809,GCD-973,2025-01-22,46000000,2025-02-14,Jabodetabek,2025-02-14,736000,0,46736000,,,,,,,,,,,,,,,2025-02-14,,,,,,46000000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA08810,GCD-3123,2025-01-22,70000000,2025-03-06,Jabodetabek,2025-02-24,1943667,388500,2332168,2025-03-06,571667,0,70571666,,,,,,,,,,,2025-02-24,2025-03-06,,,,,1,69999999,,,,,0,0,,,,,,Modalku,finsso,Rajdeep Dutta
SFA08811,GCD-5867,2025-01-22,56999900,2025-02-12,Jabodetabek,2025-02-12,1024098,0,58023998,,,,,,,,,,,,,,,2025-02-12,,,,,,56999900,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA08814,GCD-20212,2025-01-22,43000000,2025-04-23,Surabaya,2025-02-20,1053500,388500,1442001,2025-03-24,1123733,388500,1512233,2025-04-23,1053500,44053499,,,,,,,,2025-02-20,2025-03-24,2025-04-23,,,,1,0,42999999,,,,0,0,0,,,,,Akseleran,csi,Rajdeep Dutta
SFA08816,GCD-18927,2025-01-22,69499900,2025-02-24,Jabodetabek,2025-02-20,1702748,388500,2091249,2025-02-24,227033,0,69726932,,,,,,,,,,,2025-02-20,2025-02-24,,,,,1,69499899,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA08818,GCD-19431,2025-01-22,77000000,2025-01-28,Jabodetabek,2025-01-28,440183,0,77440183,,,,,,,,,,,,,,,2025-01-28,,,,,,77000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08819,GCD-6421,2025-01-22,95000000,2025-03-04,Pekanbaru,2025-02-20,2327500,388500,2716001,2025-03-04,931000,0,95930999,,,,,,,,,,,2025-02-20,2025-03-04,,,,,1,94999999,,,,,0,0,,,,,,Modalku,finsso,Rajdeep Dutta
SFA08820,GCD-20892,2025-01-22,86999900,2025-01-31,Batam,2025-01-31,710499,0,87710399,,,,,,,,,,,,,,,2025-01-31,,,,,,86999900,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA08821,GCD-8241,2025-01-22,60500000,2025-02-24,Jabodetabek,2025-02-24,1371333,0,61871333,,,,,,,,,,,,,,,2025-02-24,,,,,,60500000,,,,,,0,,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08823,GCD-19682,2025-01-22,125000000,2025-01-31,Jabodetabek,2025-01-31,1020833,0,126020833,,,,,,,,,,,,,,,2025-01-31,,,,,,125000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08826,GCD-20075,2025-01-22,55000000,2025-04-23,Surabaya,2025-02-20,1347500,388500,1736001,2025-03-24,1437333,388500,1825833,2025-04-23,1347500,56347499,,,,,,,,2025-02-20,2025-03-24,2025-04-23,,,,1,0,54999999,,,,0,0,0,,,,,Akseleran,csi,Rajdeep Dutta
SFA08829,GCD-7752,2025-01-22,81999900,2025-02-04,Jabodetabek,2025-02-04,937532,0,82937432,,,,,,,,,,,,,,,2025-02-04,,,,,,81999900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08833,GCD-19791,2025-01-22,70000000,2025-01-23,Jabodetabek,2025-01-23,400167,0,70400167,,,,,,,,,,,,,,,2025-01-23,,,,,,70000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08290,GCD-20390,2025-01-23,118000000,2025-02-06,Jabodetabek,2025-02-06,1445500,0,119445500,,,,,,,,,,,,,,,2025-02-06,,,,,,118000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08756,GCD-2821,2025-01-23,105000000,2025-02-08,Jabodetabek,2025-02-08,1457750,0,106457750,,,,,,,,,,,,,,,2025-02-08,,,,,,105000000,,,,,,0,,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08812,GCD-5527,2025-01-23,109999900,2025-01-28,Bandung,2025-01-28,628833,0,110628733,,,,,,,,,,,,,,,2025-01-28,,,,,,109999900,,,,,,0,,,,,,,Modalku,csi,Etrisno
SFA08822,GCD-8241,2025-01-23,80000000,2025-02-10,Jabodetabek,2025-02-10,1013333,0,81013333,,,,,,,,,,,,,,,2025-02-10,,,,,,80000000,,,,,,0,,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08824,GCD-3364,2025-01-23,191999900,2025-02-24,Jabodetabek,2025-02-24,5174397,0,197174297,,,,,,,,,,,,,,,2025-02-24,,,,,,191999900,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08827,GCD-20595,2025-01-23,108000000,2025-04-22,Palembang,2025-02-21,2646000,388500,3034501,2025-03-24,2734200,388500,3122700,2025-04-22,2557800,110557799,,,,,,,,2025-02-21,2025-03-24,2025-04-22,,,,1,0,107999999,,,,0,0,0,,,,,Akseleran,csi,Rajdeep Dutta
SFA08830,GCD-11368,2025-01-23,90000000,2025-10-15,Surabaya,2025-02-26,2572500,388500,2961001,2025-10-15,16978500,0,77000000,,,,,,,,,,,2025-02-26,2025-10-15,,,,,1,60021500,,,,,0,0,,,,,2025-07-31,Modalku,finsso,Rajdeep Dutta
SFA08834,GCD-20817,2025-01-23,98000000,2025-10-21,Jabodetabek,2025-03-01,3041267,388500,3429768,2025-09-24,0,0,7060100,2025-10-21,2005225,83000000,,,,,,,,2025-03-01,2025-09-24,2025-10-21,,,,1,7060100,80994775,,,,0,0,0,,,,2025-09-12,Modalku,finsso,Rajdeep Dutta
SFA08835,GCD-5410,2025-01-23,50000000,2025-02-27,Semarang,2025-02-22,1265833,388500,1654333,2025-02-27,204167,0,50204167,,,,,,,,,,,2025-02-22,2025-02-27,,,,,0,50000000,,,,,0,0,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08838,GCD-6421,2025-01-23,100000000,2025-04-24,Pekanbaru,2025-02-21,2450000,388500,2838501,2025-03-25,2613333,388500,3001833,2025-04-24,2450000,102449999,,,,,,,,2025-02-21,2025-03-25,2025-04-24,,,,1,0,99999999,,,,0,0,0,,,,,Modalku,csi,Rajdeep Dutta
SFA08839,GCD-13564,2025-01-23,79999999,2025-03-03,Surabaya,2025-02-21,1960000,388500,2348500,2025-03-03,653333,0,80653332,,,,,,,,,,,2025-02-21,2025-03-03,,,,,0,79999999,,,,,0,0,,,,,,Modalku,finsso,Etrisno
SFA08841,GCD-20144,2025-01-23,84999900,2025-02-06,Jabodetabek,2025-02-06,1041249,0,86041149,,,,,,,,,,,,,,,2025-02-06,,,,,,84999900,,,,,,0,,,,,,,Modalku,finsso,Etrisno
SFA08842,GCD-20326,2025-01-23,145000000,2025-04-25,Jabodetabek,2025-02-21,3552500,388500,3941001,2025-03-24,3670917,388500,4059418,2025-04-25,3789333,148789331,,,,,,,,2025-02-21,2025-03-24,2025-04-25,,,,1,1,144999998,,,,0,0,0,,,,,Akseleran,csi,Rajdeep Dutta
SFA08844,GCD-15822,2025-01-23,200000000,2025-02-17,Jabodetabek,2025-02-17,3466667,0,203466667,,,,,,,,,,,,,,,2025-02-17,,,,,,200000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08845,GCD-15822,2025-01-23,100000000,2025-02-06,Jabodetabek,2025-02-06,1000000,0,101000000,,,,,,,,,,,,,,,2025-02-06,,,,,,100000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08846,GCD-2443,2025-01-23,91644000,2025-04-30,Medan,2025-02-21,2245278,388500,2633778,2025-03-24,2320121,388500,2708622,2025-04-30,2769176,94413175,,,,,,,,2025-02-21,2025-03-24,2025-04-30,,,,0,1,91643999,,,,0,0,0,,,,,Modalku,finsso,Etrisno
SFA08847,GCD-20376,2025-01-23,103000000,2025-03-20,Jabodetabek,2025-02-22,2607617,388500,2996118,2025-03-20,2187033,0,105187032,,,,,,,,,,,2025-02-22,2025-03-20,,,,,1,102999999,,,,,0,0,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08848,GCD-20115,2025-01-23,33000000,2025-02-07,Jabodetabek,2025-02-07,431200,0,33431200,,,,,,,,,,,,,,,2025-02-07,,,,,,33000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08849,GCD-2239,2025-01-23,343350000,2025-03-13,Surabaya,2025-02-22,8692478,388500,9080978,2025-03-13,5327648,0,348677648,,,,,,,,,,,2025-02-22,2025-03-13,,,,,0,343350000,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA08850,GCD-10090,2025-01-23,100000000,2025-02-25,Bali,2025-02-25,2776667,0,102776667,,,,,,,,,,,,,,,2025-02-25,,,,,,100000000,,,,,,0,,,,,,,Modalku,finsso,Etrisno
SFA08852,GCD-9865,2025-01-23,436000000,2025-02-20,Surabaya,2025-02-20,10325933,0,446325933,,,,,,,,,,,,,,,2025-02-20,,,,,,436000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08857,GCD-8241,2025-01-23,75000000,2025-02-22,Jabodetabek,2025-02-22,1550000,0,76550000,,,,,,,,,,,,,,,2025-02-22,,,,,,75000000,,,,,,0,,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08858,GCD-20953,2025-01-23,125000000,2025-02-17,Jabodetabek,2025-02-17,2654167,0,127654167,,,,,,,,,,,,,,,2025-02-17,,,,,,125000000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA08859,GCD-20953,2025-01-23,144000000,2025-02-17,Jabodetabek,2025-02-17,3057600,0,147057600,,,,,,,,,,,,,,,2025-02-17,,,,,,144000000,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA08860,GCD-4428,2025-01-23,119999900,2025-04-21,Palembang,2025-02-21,2939998,388500,3328499,2025-03-29,3527997,388500,3916497,2025-04-21,2253998,122253897,,,,,,,,2025-02-21,2025-03-29,2025-04-21,,,,1,0,119999899,,,,0,0,0,,,,,Modalku,finsso,Etrisno
SFA08863,GCD-16442,2025-01-23,120000000,2025-02-03,Jabodetabek,2025-02-03,960000,0,120960000,,,,,,,,,,,,,,,2025-02-03,,,,,,120000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08864,GCD-16186,2025-01-23,161999900,2025-03-03,Surabaya,2025-02-22,4101297,388500,4489797,2025-03-03,1190699,0,163190599,,,,,,,,,,,2025-02-22,2025-03-03,,,,,0,161999900,,,,,0,0,,,,,,Modalku,finsso,Rajdeep Dutta
SFA08865,GCD-8241,2025-01-23,86000000,2025-04-24,Jabodetabek,2025-02-27,2064000,477300,2541301,2025-03-25,1490667,477300,1967967,2025-04-24,1720000,87719999,,,,,,,,2025-02-27,2025-03-25,2025-04-24,,,,1,0,85999999,,,,0,0,0,,,,,Akseleran,csi,Rajdeep Dutta
SFA08867,GCD-20285,2025-01-23,69999800,2025-02-17,Semarang,2025-02-17,1486329,0,71486129,,,,,,,,,,,,,,,2025-02-17,,,,,,69999800,,,,,,0,,,,,,,Modalku,finsso,Rajdeep Dutta
SFA08868,GCD-8241,2025-01-23,71400000,2025-02-24,Jabodetabek,2025-02-24,1570800,0,72970800,,,,,,,,,,,,,,,2025-02-24,,,,,,71400000,,,,,,0,,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08869,GCD-6589,2025-01-23,105000000,2025-02-03,Semarang,2025-02-03,1029000,0,106029000,,,,,,,,,,,,,,,2025-02-03,,,,,,105000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08873,GCD-2670,2025-01-23,75000000,2025-02-27,Jabodetabek,2025-02-27,1800000,0,76800000,,,,,,,,,,,,,,,2025-02-27,,,,,,75000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08874,GCD-2670,2025-01-23,120000000,2025-03-18,Jabodetabek,2025-03-18,4400000,0,124400000,,,,,,,,,,,,,,,2025-03-18,,,,,,120000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08876,GCD-2670,2025-01-23,100000000,2025-03-19,Jabodetabek,2025-03-19,3733333,0,103733333,,,,,,,,,,,,,,,2025-03-19,,,,,,100000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08434,GCD-20749,2025-01-24,149999900,2025-04-28,Palembang,2025-02-22,3674998,388500,4063499,2025-03-24,3674998,388500,4063498,2025-04-28,4287497,154287396,,,,,,,,2025-02-22,2025-03-24,2025-04-28,,,,1,0,149999899,,,,0,0,0,,,,,Modalku,csi,Etrisno
SFA08825,GCD-16579,2025-01-24,105000000,2025-02-27,Yogyakarta,2025-02-26,2915500,388500,3304001,2025-02-27,85750,0,105085749,,,,,,,,,,,2025-02-26,2025-02-27,,,,,1,104999999,,,,,0,0,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08837,GCD-20093,2025-01-24,51000000,2025-02-04,Surabaya,2025-02-04,499800,0,51499800,,,,,,,,,,,,,,,2025-02-04,,,,,,51000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08853,GCD-8241,2025-01-24,55000000,2025-02-06,Jabodetabek,2025-02-06,513333,0,55513333,,,,,,,,,,,,,,,2025-02-06,,,,,,55000000,,,,,,0,,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08854,GCD-20200,2025-01-24,60000000,2025-01-30,Surabaya,2025-01-30,343000,0,60343000,,,,,,,,,,,,,,,2025-01-30,,,,,,60000000,,,,,,0,,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08856,GCD-20484,2025-01-24,39999900,2025-02-17,Bandung,2025-02-17,816665,0,40816565,,,,,,,,,,,,,,,2025-02-17,,,,,,39999900,,,,,,0,,,,,,,Modalku,finsso,Etrisno
SFA08866,GCD-20073,2025-01-24,165000000,2025-03-06,Surabaya,2025-02-25,4446750,388500,4835251,2025-03-06,1212750,0,166212749,,,,,,,,,,,2025-02-25,2025-03-06,,,,,1,164999999,,,,,0,0,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08870,GCD-20154,2025-01-24,28000000,2025-02-13,Surabaya,2025-02-13,480200,0,28480200,,,,,,,,,,,,,,,2025-02-13,,,,,,28000000,,,,,,0,,,,,,,Akseleran,csi,Rajdeep Dutta
SFA08872,GCD-20542,2025-01-24,110000000,2025-02-01,Jabodetabek,2025-02-01,808500,0,110808500,,,,,,,,,,,,,,,2025-02-01,,,,,,110000000,,,,,,0,,,,,,,Modalku,csi,Rajdeep Dutta
SFA08875,GCD-10189,2025-01-24,105000000,2025-03-04,Batam,2025-02-22,2572500,388500,2961001,2025-03-04,857500,0,105857499,,,,,,,,,,,2025-02-22,2025-03-04,,,,,1,104999999,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
SFA08877,GCD-20367,2025-01-24,50000000,2025-04-23,Semarang,2025-02-21,1184167,388500,1572668,2025-03-25,1306667,388500,1695168,2025-04-23,1184167,51184165,,,,,,,,2025-02-21,2025-03-25,2025-04-23,,,,1,1,49999998,,,,0,0,0,,,,,Akseleran,csi,Rajdeep Dutta
SFA08878,GCD-3173,2025-01-24,69999900,2025-03-07,Pekanbaru,2025-02-25,1886497,388500,2274997,2025-03-07,571666,0,70571566,,,,,,,,,,,2025-02-25,2025-03-07,,,,,0,69999900,,,,,0,0,,,,,,Modalku,csi,Rajdeep Dutta
