UCF Code,RBH,Date of Onboarding,Modalku,Akseleran,BSS,Danabijak
GCD-8155,Rajdeep Dutta,2024-10-07,2025-04-30,2024-10-07,,
GCD-5820,Rajdeep Dutta,2024-10-08,,2024-10-08,,
GCD-20559,Rajdeep Dutta,2024-10-08,,2024-10-08,,
GCD-7707,Rajdeep Dutta,2024-10-08,2025-03-07,2024-10-08,,2026-01-26
GCD-10647,Etrisno,2024-10-08,,2024-10-08,,
GCD-10682,Etrisno,2024-10-08,2024-12-19,2024-10-08,,
GCD-16802,Rajdeep Dutta,2024-10-08,,2024-10-08,,
GCD-6948,Etrisno,2024-10-08,2025-03-06,2024-10-08,,
GCD-12471,Rajdeep Dutta,2024-10-08,2025-01-06,2024-10-08,,2026-01-21
GCD-6234,Etrisno,2024-10-09,,2024-10-09,,
GCD-18384,Etrisno,2024-10-09,,2024-10-09,,
GCD-12925,Rajdeep Dutta,2024-10-09,2025-02-07,2024-10-09,,
GCD-20551,Rajdeep Dutta,2024-10-09,2025-03-07,2024-10-09,,
GCD-20543,Rajdeep Dutta,2024-10-10,2025-01-14,2024-10-10,,
GCD-20330,Rajdeep Dutta,2024-10-11,2024-12-02,2024-10-11,,
GCD-20464,Rajdeep Dutta,2024-10-11,,2024-10-11,,
GCD-20536,Rajdeep Dutta,2024-10-14,,2024-10-14,,
GCD-20584,Rajdeep Dutta,2024-10-14,2024-12-18,2024-10-14,,
GCD-20618,Rajdeep Dutta,2024-10-15,,2024-10-15,,
GCD-5363,Rajdeep Dutta,2024-10-15,2025-01-13,2024-10-15,,2026-02-08
GCD-3459,Etrisno,2024-10-16,,2024-10-16,,
GCD-20586,Rajdeep Dutta,2024-10-16,2025-01-20,2024-10-16,,2025-12-16
GCD-20568,Rajdeep Dutta,2024-10-16,2025-02-13,2024-10-16,,
OX09092417115601874,Etrisno,2024-10-16,,2024-10-16,,
GCD-20592,Rajdeep Dutta,2024-10-17,2025-03-12,2024-10-17,,
GCD-12825,Etrisno,2024-10-17,,2024-10-17,,
GCD-20595,Rajdeep Dutta,2024-10-18,2025-03-13,2024-10-18,,
GCD-20602,Rajdeep Dutta,2024-10-22,2025-03-06,2024-10-22,,
GCD-20599,Rajdeep Dutta,2024-10-22,2025-01-10,2024-10-22,,
GCD-20555,Etrisno,2024-10-22,,2024-10-22,,
GCD-20603,Rajdeep Dutta,2024-10-22,,2024-10-22,,
GCD-5236,Rajdeep Dutta,2024-10-23,2025-03-17,2024-10-23,,
GCD-10016,Rajdeep Dutta,2024-10-23,2025-02-17,2024-10-23,,2026-02-06
GCD-14067,Etrisno,2024-10-24,2025-02-10,2024-10-24,,
GCD-20521,Rajdeep Dutta,2024-10-24,,2024-10-24,,
GCD-20612,Rajdeep Dutta,2024-10-24,2025-01-09,2024-10-24,,2026-02-13
GCD-5863,Etrisno,2024-10-24,,2024-10-24,,
GCD-20613,Rajdeep Dutta,2024-10-24,2024-12-30,2024-10-24,2025-02-06,
GCD-20601,Rajdeep Dutta,2024-10-24,2024-12-23,2024-10-24,,2026-02-12
GCD-20454,Etrisno,2024-09-23,,2024-09-23,,
GCD-19172,Etrisno,2024-10-24,,2024-10-24,,
GCD-20593,Rajdeep Dutta,2024-10-28,2025-01-06,2024-10-28,,
GCD-20622,Rajdeep Dutta,2024-10-29,2024-12-23,2024-10-29,,2026-01-26
GCD-18866,Rajdeep Dutta,2024-10-29,2025-03-14,2024-10-29,,2026-01-20
GCD-20607,Rajdeep Dutta,2024-10-29,2024-12-19,2024-10-29,,
GCD-20611,Rajdeep Dutta,2024-10-29,,2024-10-29,,
GCD-20570,Rajdeep Dutta,2024-10-29,2025-01-10,2024-10-29,,
GCD-18423,Rajdeep Dutta,2024-10-29,2025-04-23,2024-10-29,,2026-01-24
GCD-20620,Rajdeep Dutta,2024-10-30,,2024-10-30,,
GCD-20626,Rajdeep Dutta,2024-10-30,2024-12-06,2024-10-30,,
GCD-20560,Rajdeep Dutta,2024-10-30,2025-01-08,2024-10-30,,
GCD-20566,Rajdeep Dutta,2024-10-30,,2024-10-30,,
GCD-20621,Rajdeep Dutta,2024-10-30,2024-12-26,2024-10-30,,
GCD-5710,Rajdeep Dutta,2024-10-30,2025-04-07,2024-10-30,,
GCD-20525,Etrisno,2024-10-31,,2024-10-31,,
GCD-20636,Rajdeep Dutta,2024-11-01,,2024-11-01,,
GCD-5511,Rajdeep Dutta,2024-11-04,2025-03-20,2024-11-04,,
GCD-17708,Etrisno,2024-11-04,2024-12-19,2024-11-04,,
GCD-9868,Etrisno,2024-11-05,2025-02-05,2024-11-05,,
GCD-20637,Rajdeep Dutta,2024-11-06,,2024-11-06,,
GCD-9131,Etrisno,2024-11-06,2024-12-20,2024-11-06,,
GCD-20646,Rajdeep Dutta,2024-11-07,2024-11-07,,,
GCD-20648,Rajdeep Dutta,2024-11-07,2025-01-10,2024-11-07,,
GCD-20649,Rajdeep Dutta,2024-11-08,2025-04-11,2024-11-08,,
GCD-20639,Etrisno,2024-11-08,,2024-11-08,,
GCD-4562,Rajdeep Dutta,2024-11-11,2025-02-06,2024-11-11,,
GCD-20653,Rajdeep Dutta,2024-11-11,2024-12-23,2024-11-11,,2025-12-17
GCD-16776,Etrisno,2024-11-12,,2024-11-12,,
GCD-12949,Etrisno,2024-11-12,2025-01-10,2024-11-12,,
GCD-20652,Etrisno,2024-11-12,2025-01-18,2024-11-12,,
GCD-20661,Etrisno,2024-11-13,2024-12-20,2024-11-13,,
GCD-20662,Bursa OTO,2024-11-13,2025-01-02,2024-11-13,2025-05-06,2025-12-05
GCD-6205,Etrisno,2024-11-13,,2024-11-13,,
GCD-4412,Etrisno,2024-11-13,2025-01-13,2024-11-13,,
GCD-5410,Rajdeep Dutta,2024-11-13,2025-04-10,2024-11-13,,2026-01-31
GCD-20658,Etrisno,2024-11-14,,2024-11-14,,
GCD-20666,Rajdeep Dutta,2024-11-14,2024-11-14,,,
GCD-20660,Rajdeep Dutta,2024-11-14,,2024-11-14,,
GCD-20677,Rajdeep Dutta,2024-11-14,2025-01-25,2024-11-14,,
GCD-5077,Etrisno,2024-11-15,2025-03-11,2024-11-15,,
GCD-9763,Etrisno,2024-11-15,2025-01-09,2024-11-15,,2025-12-09
GCD-20670,Rajdeep Dutta,2024-11-15,2025-04-22,2024-11-15,,
GCD-20590,Etrisno,2024-11-16,2025-02-06,2024-11-16,,
GCD-20673,Rajdeep Dutta,2024-11-18,2025-01-03,2024-11-18,,
GCD-20685,Rajdeep Dutta,2024-11-19,2024-11-19,,,
GCD-20651,Rajdeep Dutta,2024-11-19,2024-11-19,,,
GCD-20676,Rajdeep Dutta,2024-11-20,2024-11-20,,,
GCD-20684,Rajdeep Dutta,2024-11-20,2024-11-20,,,
GCD-19827,Etrisno,2024-11-20,2025-01-22,2024-11-20,,
GCD-8584,Rajdeep Dutta,2024-11-20,2024-11-20,,,
GCD-3570,Rajdeep Dutta,2024-11-20,2024-11-20,,,2026-02-04
GCD-20691,Rajdeep Dutta,2024-11-20,2024-11-20,,,
GCD-4881,Etrisno,2024-11-20,2024-11-20,,,
GCD-20687,Rajdeep Dutta,2024-11-20,2024-11-20,,,
GCD-4455,Rajdeep Dutta,2024-11-20,2024-11-20,,,
GCD-3173,Rajdeep Dutta,2024-11-21,2024-11-21,,,
OX16102413114002051,Etrisno,2024-11-21,,2024-11-21,,
GCD-20686,Rajdeep Dutta,2024-11-21,2024-11-21,,,
GCD-12695,Rajdeep Dutta,2024-11-21,2024-11-21,,,
GCD-20693,Rajdeep Dutta,2024-11-22,2024-11-22,,,
GCD-20252,Etrisno,2024-07-18,2025-01-07,2024-07-18,,
GCD-20707,Rajdeep Dutta,2024-11-23,2024-11-23,,,
GCD-20336,Etrisno,2024-11-25,2025-01-11,2024-11-25,,
GCD-3247,Rajdeep Dutta,2024-11-26,2024-11-26,,,
GCD-20703,Rajdeep Dutta,2024-11-26,2024-11-26,,,
GCD-20716,Rajdeep Dutta,2024-11-26,2024-11-26,,,
GCD-4154,Etrisno,2024-11-26,2025-02-06,2024-11-26,,
GCD-8576,Rajdeep Dutta,2024-11-26,2024-11-26,,,2026-02-02
GCD-20631,Rajdeep Dutta,2024-11-26,2025-01-09,2024-11-26,,
GCD-20641,Etrisno,2024-11-28,2024-11-28,,,
GCD-20698,Rajdeep Dutta,2024-11-28,2024-11-28,,,
GCD-20733,Rajdeep Dutta,2024-11-29,2024-11-29,,,
GCD-3202,Rajdeep Dutta,2024-11-29,2024-11-29,,,2025-12-12
GCD-1572,Rajdeep Dutta,2024-11-29,2024-11-29,,,
GCD-20723,Rajdeep Dutta,2024-12-02,2024-12-02,,,
GCD-20704,Rajdeep Dutta,2024-12-02,2024-12-02,,,
GCD-20721,Rajdeep Dutta,2024-12-02,2024-12-02,,,
GCD-19155,Rajdeep Dutta,2024-12-02,2024-12-02,,,2026-02-11
GCD-11458,Etrisno,2024-12-02,2024-12-02,,,
GCD-20732,Rajdeep Dutta,2024-12-03,2024-12-03,,,
GCD-3615,Rajdeep Dutta,2024-12-03,2024-12-03,,,
GCD-20735,Rajdeep Dutta,2024-12-03,2024-12-03,,,
GCD-16238,Rajdeep Dutta,2024-12-03,2024-12-03,,,
OX07112413112202178,Rajdeep Dutta,2024-12-04,2024-12-04,,,
GCD-20738,Rajdeep Dutta,2024-12-04,2024-12-04,,,
GCD-20728,Rajdeep Dutta,2024-12-04,2024-12-04,,,
GCD-20734,Rajdeep Dutta,2024-12-04,2024-12-04,,,
GCD-20740,Rajdeep Dutta,2024-12-04,2024-12-04,,,2026-01-30
GCD-20689,Etrisno,2024-12-04,2024-12-04,,,
GCD-12045,Rajdeep Dutta,2024-12-04,2024-12-04,,,
GCD-20709,Etrisno,2024-12-04,2024-12-04,,,
GCD-3456,Rajdeep Dutta,2024-12-04,2024-12-04,,,
GCD-6740,Rajdeep Dutta,2024-12-04,2024-12-04,,,
GCD-20655,Etrisno,2024-12-05,2024-12-05,,,
GCD-20749,Etrisno,2024-12-05,2024-12-05,,,
GCD-3017,Rajdeep Dutta,2024-12-05,2024-12-05,,,
GCD-20751,Rajdeep Dutta,2024-12-05,2024-12-05,,,
GCD-20747,Rajdeep Dutta,2024-12-05,2024-12-05,,,
GCD-20731,Rajdeep Dutta,2024-12-05,2024-12-05,,,
GCD-20729,Rajdeep Dutta,2024-12-05,2024-12-05,,,
GCD-20742,Rajdeep Dutta,2024-12-05,2024-12-05,,,
GCD-4470,Rajdeep Dutta,2024-12-05,2024-12-05,,,
GCD-20746,Rajdeep Dutta,2024-12-05,2024-12-05,,,
GCD-20210,Etrisno,2024-12-05,2024-12-05,,,
GCD-20701,Rajdeep Dutta,2024-12-05,2024-12-05,,,2026-02-12
OX08112413311902188,Rajdeep Dutta,2024-12-05,2024-12-05,,,
GCD-5070,Rajdeep Dutta,2024-12-06,2024-12-06,,,
GCD-20659,Etrisno,2024-12-06,2025-01-14,2024-12-06,,
GCD-6255,Rajdeep Dutta,2024-12-06,2024-12-06,,,
GCD-2942,Rajdeep Dutta,2024-12-06,2024-12-06,,,
GCD-20754,Rajdeep Dutta,2024-12-06,2024-12-06,,,
GCD-4253,Rajdeep Dutta,2024-12-06,2024-12-06,,,
GCD-20755,Etrisno,2024-12-06,2024-12-06,,,
GCD-20756,Etrisno,2024-12-06,2024-12-06,,,
GCD-20583,Etrisno,2024-12-06,2024-12-06,,,
GCD-9569,Rajdeep Dutta,2024-12-06,2024-12-06,,,
GCD-20712,Rajdeep Dutta,2024-12-06,2024-12-06,,,
GCD-7896,Etrisno,2024-12-07,2024-12-07,,,
GCD-2787,Rajdeep Dutta,2024-12-07,2024-12-07,,,
GCD-7294,Rajdeep Dutta,2024-12-08,2024-12-08,,,
GCD-5271,Rajdeep Dutta,2024-12-08,2024-12-08,,,
GCD-20750,Rajdeep Dutta,2024-12-09,2024-12-09,,,
GCD-20766,Rajdeep Dutta,2024-12-09,2024-12-09,,,
GCD-20730,Rajdeep Dutta,2024-12-09,2024-12-09,,,
GCD-19830,Rajdeep Dutta,2024-12-09,2024-12-09,,,2026-01-27
GCD-20702,Rajdeep Dutta,2024-12-09,2024-12-09,,,
GCD-20780,Rajdeep Dutta,2024-12-09,2024-12-09,,,
GCD-20769,Etrisno,2024-12-10,2024-12-10,,,
GCD-20768,Etrisno,2024-12-10,2024-12-10,,,
GCD-20757,Rajdeep Dutta,2024-12-10,2024-12-10,,,
GCD-20717,Rajdeep Dutta,2024-12-10,2024-12-10,,,
GCD-20772,Rajdeep Dutta,2024-12-10,2024-12-10,,,
GCD-20767,Rajdeep Dutta,2024-12-10,2024-12-10,,,2026-02-02
GCD-20777,Rajdeep Dutta,2024-12-10,2024-12-10,,2026-04-10,2026-01-31
GCD-12985,Rajdeep Dutta,2024-12-11,2024-12-11,,,
GCD-20786,Rajdeep Dutta,2024-12-11,2024-12-11,,,
GCD-25046,Rajdeep Dutta,2024-12-11,2024-12-11,,,
GCD-20776,Rajdeep Dutta,2024-12-11,2024-12-11,,,
GCD-4270,Rajdeep Dutta,2024-12-11,2024-12-11,,,
GCD-1811,Rajdeep Dutta,2024-12-11,2024-12-11,,,
GCD-20793,Rajdeep Dutta,2024-12-12,2024-12-12,,,
GCD-3352,Rajdeep Dutta,2024-12-12,2024-12-12,,,
GCD-20761,Rajdeep Dutta,2024-12-12,2024-12-12,,,
GCD-4428,Etrisno,2024-12-12,2024-12-12,,,
GCD-2853,Rajdeep Dutta,2024-12-12,2024-12-12,,,
GCD-2744,Rajdeep Dutta,2024-12-12,2024-12-12,,,
GCD-2671,Rajdeep Dutta,2024-12-12,2024-12-12,,,
GCD-2239,Rajdeep Dutta,2024-12-13,2025-01-13,2024-12-13,2025-03-26,
GCD-20773,Rajdeep Dutta,2024-12-13,2024-12-13,,,
GCD-4465,Etrisno,2024-12-13,2024-12-13,,,
GCD-20790,Rajdeep Dutta,2024-12-13,2024-12-13,,2026-02-23,2026-01-21
GCD-20798,Rajdeep Dutta,2024-12-14,2024-12-14,,,
GCD-20799,Rajdeep Dutta,2024-12-14,2024-12-14,,,2026-01-26
GCD-20779,Rajdeep Dutta,2024-12-16,2024-12-16,,,
GCD-2469,Rajdeep Dutta,2024-12-16,2024-12-16,,,
GCD-6917,Rajdeep Dutta,2024-12-17,2024-12-17,,,
GCD-20811,Rajdeep Dutta,2024-12-17,2024-12-17,,,
GCD-9343,Etrisno,2024-12-17,2024-12-17,,,
GCD-20804,Rajdeep Dutta,2024-12-17,2024-12-17,,,
GCD-20795,Etrisno,2024-12-17,2024-12-17,,,
GCD-20630,Rajdeep Dutta,2024-12-17,2024-12-17,,,
GCD-8811,Etrisno,2024-12-18,2024-12-18,,,
GCD-13039,Etrisno,2024-12-18,2024-12-18,,,
GCD-2443,Etrisno,2024-12-18,2024-12-18,,,
GCD-21003,Rajdeep Dutta,2024-12-18,2024-12-18,,,
OX26112415082702448,Rajdeep Dutta,2024-12-18,2024-12-18,,,
GCD-20802,Rajdeep Dutta,2024-12-18,2024-12-18,,,2026-01-23
GCD-10017,Etrisno,2024-12-19,2024-12-19,,,
GCD-20822,Rajdeep Dutta,2024-12-19,2024-12-19,,,
GCD-2834,Rajdeep Dutta,2024-12-19,2024-12-19,,,
GCD-20817,Rajdeep Dutta,2024-12-20,2024-12-20,,,
GCD-16707,Rajdeep Dutta,2024-12-20,2024-12-20,,,
GCD-13737,Rajdeep Dutta,2024-12-20,2024-12-20,,,
GCD-20825,Rajdeep Dutta,2024-12-20,2024-12-20,,,
OX29112420281602464,Rajdeep Dutta,2024-12-20,2024-12-20,,,
GCD-8874,Rajdeep Dutta,2024-12-20,2024-12-20,,,2026-01-26
GCD-20832,Rajdeep Dutta,2024-12-23,2024-12-23,,,
GCD-20837,Rajdeep Dutta,2024-12-23,2024-12-23,,,
GCD-4499,Rajdeep Dutta,2024-12-23,2024-12-23,,,
GCD-5079,Rajdeep Dutta,2024-12-23,2024-12-23,,,
GCD-20833,Rajdeep Dutta,2024-12-23,2024-12-23,,,
GCD-215,Etrisno,2024-12-23,2024-12-23,,,
GCD-6500,Rajdeep Dutta,2024-12-23,2024-12-23,,,
GCD-20830,Rajdeep Dutta,2024-12-23,2024-12-23,,,
GCD-20831,Rajdeep Dutta,2024-12-24,2024-12-24,,,
GCD-2392,Rajdeep Dutta,2024-12-27,2024-12-27,,,
GCD-20855,Rajdeep Dutta,2024-12-27,2024-12-27,,,
GCD-20852,Rajdeep Dutta,2024-12-27,2024-12-27,,,
GCD-20978,Rajdeep Dutta,2024-12-27,2024-12-27,,,
GCD-6356,Rajdeep Dutta,2024-12-27,2024-12-27,,,
GCD-20864,Rajdeep Dutta,2024-12-27,2024-12-27,,,
GCD-20845,Rajdeep Dutta,2024-12-27,2024-12-27,,,
GCD-10189,Rajdeep Dutta,2024-12-27,2024-12-27,,,2026-02-23
GCD-20851,Rajdeep Dutta,2024-12-28,2024-12-28,,,
GCD-17255,Rajdeep Dutta,2024-12-28,2024-12-28,,,2026-01-21
GCD-20850,Rajdeep Dutta,2024-12-29,2024-12-29,,,
GCD-20820,Rajdeep Dutta,2024-12-30,2024-12-30,,,
GCD-20741,Rajdeep Dutta,2024-12-30,2024-12-30,,,
GCD-20884,Rajdeep Dutta,2024-12-30,2024-12-30,,,
GCD-20847,Rajdeep Dutta,2024-12-30,2024-12-30,,,
GCD-20856,Rajdeep Dutta,2024-12-30,2024-12-30,,,
GCD-20844,Rajdeep Dutta,2024-12-31,2024-12-31,,,
GCD-7541,Rajdeep Dutta,2024-12-31,2024-12-31,,,
GCD-20828,Rajdeep Dutta,2024-12-31,2024-12-31,,,
GCD-10070,Rajdeep Dutta,2024-12-31,2024-12-31,,,
GCD-20181,Etrisno,2025-01-02,2025-01-02,,,
GCD-20872,Rajdeep Dutta,2025-01-02,2025-01-02,,,2026-01-31
GCD-20859,Rajdeep Dutta,2025-01-02,2025-01-02,,,2026-01-29
GCD-20843,Etrisno,2025-01-02,2025-01-02,,,
GCD-20861,Rajdeep Dutta,2025-01-03,2025-01-03,,,
GCD-20842,Etrisno,2025-01-03,2025-01-03,,,
GCD-2470,Etrisno,2025-01-06,2025-01-06,,,
GCD-14367,Rajdeep Dutta,2025-01-06,2025-01-06,,,
GCD-8499,Rajdeep Dutta,2025-01-06,2025-01-06,,,
GCD-20800,Rajdeep Dutta,2025-01-06,2025-01-06,,,
GCD-20763,Etrisno,2025-01-06,2025-01-06,,,
GCD-20579,Etrisno,2025-01-07,2025-01-07,,,
GCD-20835,Rajdeep Dutta,2025-01-07,2025-01-07,,,
GCD-20876,Rajdeep Dutta,2025-01-07,2025-01-07,,,
GCD-20853,Rajdeep Dutta,2025-01-07,2025-01-07,,,
GCD-20696,Etrisno,2025-01-07,2025-01-07,,,
GCD-20878,Rajdeep Dutta,2025-01-08,2025-01-08,,,
GCD-6421,Rajdeep Dutta,2025-01-08,2025-01-08,,,
GCD-20788,Rajdeep Dutta,2025-01-08,2025-01-08,,,
OX12122422585602624,Rajdeep Dutta,2025-01-08,2025-01-08,,,
GCD-20880,Rajdeep Dutta,2025-01-08,2025-01-08,,,
GCD-20866,Rajdeep Dutta,2025-01-08,2025-01-08,,,
GCD-20834,Rajdeep Dutta,2025-01-08,2025-01-08,,,
GCD-20841,Rajdeep Dutta,2025-01-08,2025-01-08,,,
GCD-20848,Rajdeep Dutta,2025-01-08,2025-01-08,,,
GCD-20882,Rajdeep Dutta,2025-01-08,2025-01-08,,,
GCD-17774,Rajdeep Dutta,2025-01-09,2025-01-09,,,
GCD-20931,Rajdeep Dutta,2025-01-09,2025-01-09,,,
GCD-7841,Rajdeep Dutta,2025-01-09,2025-01-09,,,
GCD-10158,Rajdeep Dutta,2025-01-09,2025-01-09,,,
GCD-20873,Rajdeep Dutta,2025-01-09,2025-01-09,,,
GCD-20857,Rajdeep Dutta,2025-01-09,2025-01-09,,,
GCD-20892,Rajdeep Dutta,2025-01-09,2025-01-09,,,2026-02-01
GCD-20869,Rajdeep Dutta,2025-01-09,2025-01-09,,,
GCD-20891,Rajdeep Dutta,2025-01-09,2025-01-09,,,
GCD-20791,Rajdeep Dutta,2025-01-10,2025-01-10,,,
GCD-3086,Rajdeep Dutta,2025-01-10,2025-01-10,,,2025-12-18
GCD-20690,Rajdeep Dutta,2025-01-10,2025-01-10,,,
GCD-20840,Rajdeep Dutta,2025-01-10,2025-01-10,,,
GCD-20899,Rajdeep Dutta,2025-01-10,2025-01-10,,,2026-01-06
GCD-20901,Rajdeep Dutta,2025-01-10,2025-01-10,,,2026-01-06
OX11122411525102591,Rajdeep Dutta,2025-01-11,2025-01-11,,,
GCD-6489,Rajdeep Dutta,2025-01-11,2025-01-11,,,
GCD-20903,Etrisno,2025-01-13,2025-01-13,,,
GCD-20874,Rajdeep Dutta,2025-01-13,2025-01-13,,,
GCD-20906,Rajdeep Dutta,2025-01-13,2025-01-13,,,
GCD-20881,Rajdeep Dutta,2025-01-13,2025-01-13,,,2026-01-22
GCD-20887,Rajdeep Dutta,2025-01-13,2025-01-13,,,
GCD-8624,Etrisno,2025-01-13,2025-01-13,,,
GCD-20849,Rajdeep Dutta,2025-01-14,2025-01-14,,,2026-01-15
GCD-20823,Rajdeep Dutta,2025-01-14,2025-01-14,,,2026-01-22
GCD-20862,Rajdeep Dutta,2025-01-14,2025-01-14,,,
GCD-20908,Etrisno,2025-01-14,2025-01-14,,,
GCD-20977,Rajdeep Dutta,2025-01-14,2025-01-14,,,
GCD-12943,Rajdeep Dutta,2025-01-15,2025-01-15,,,
GCD-20909,Etrisno,2025-01-15,2025-01-15,,,
GCD-20821,Rajdeep Dutta,2025-01-15,2025-01-15,,,2026-01-23
GCD-20917,Rajdeep Dutta,2025-01-15,2025-01-15,,,
GCD-20919,Rajdeep Dutta,2025-01-15,2025-01-15,,,2026-01-30
GCD-20920,Rajdeep Dutta,2025-01-15,2025-01-15,,,
GCD-20910,Etrisno,2025-01-15,2025-01-15,,,
GCD-21041,Rajdeep Dutta,2025-01-16,2025-01-16,,,
GCD-20923,Rajdeep Dutta,2025-01-16,2025-01-16,,,
GCD-20147,Rajdeep Dutta,2025-01-16,2025-01-16,,,
GCD-20865,Rajdeep Dutta,2025-01-16,2025-01-16,,,
GCD-7774,Rajdeep Dutta,2025-01-16,2025-01-16,,,2026-02-16
GCD-20911,Etrisno,2025-01-16,2025-01-16,,,
GCD-2356,Etrisno,2025-01-17,2025-01-17,,,
GCD-20953,Rajdeep Dutta,2025-01-17,2025-01-17,,,
GCD-1019,Rajdeep Dutta,2025-01-17,2025-01-17,,,
GCD-20937,Rajdeep Dutta,2025-01-17,2025-01-17,,,
GCD-6589,Rajdeep Dutta,2025-01-18,2025-01-18,,,
GCD-20907,Rajdeep Dutta,2025-01-18,2025-01-18,,,
GCD-20936,Rajdeep Dutta,2025-01-20,2025-01-20,,,
GCD-20893,Rajdeep Dutta,2025-01-20,2025-01-20,,,
GCD-20940,Rajdeep Dutta,2025-01-20,2025-01-20,,,
GCD-20895,Rajdeep Dutta,2025-01-21,2025-01-21,,,2026-01-31
GCD-5375,Rajdeep Dutta,2025-01-21,2025-01-21,,,
GCD-4882,Rajdeep Dutta,2025-01-21,2025-01-21,,,2026-02-24
GCD-5231,Rajdeep Dutta,2025-01-21,2025-01-21,,,
GCD-20743,Etrisno,2025-01-21,2025-01-21,,,
GCD-20947,Rajdeep Dutta,2025-01-21,2025-01-21,,,2026-02-02
GCD-21011,Rajdeep Dutta,2025-01-21,2025-01-21,,,
GCD-20925,Rajdeep Dutta,2025-01-22,2025-01-22,,,
GCD-15012,Rajdeep Dutta,2025-01-22,2025-01-22,,,2025-12-16
GCD-21004,Rajdeep Dutta,2025-01-22,2025-01-22,,,2026-01-29
GCD-20955,Rajdeep Dutta,2025-01-22,2025-01-22,,,
GCD-10528,Rajdeep Dutta,2025-01-22,2025-01-22,,,
GCD-4264,Rajdeep Dutta,2025-01-22,2025-01-22,,,2026-01-26
GCD-18426,Rajdeep Dutta,2025-01-22,2025-01-22,,,
GCD-20933,Rajdeep Dutta,2025-01-22,2025-01-22,,,2026-01-28
GCD-20932,Rajdeep Dutta,2025-01-22,2025-01-22,,,
GCD-20952,Rajdeep Dutta,2025-01-22,2025-01-22,,,
GCD-12595,Rajdeep Dutta,2025-01-23,2025-01-23,,,
OX27122407440302763,Rajdeep Dutta,2025-01-23,2025-01-23,,,
GCD-20956,Rajdeep Dutta,2025-01-23,2025-01-23,,,
GCD-20954,Rajdeep Dutta,2025-01-24,2025-01-24,,,2026-01-24
GCD-20942,Rajdeep Dutta,2025-01-24,2025-01-24,,,
GCD-20951,Rajdeep Dutta,2025-01-24,2025-01-24,,,2026-02-04
GCD-20943,Rajdeep Dutta,2025-01-24,2025-01-24,,,
GCD-20959,Rajdeep Dutta,2025-01-25,2025-01-25,,,
GCD-20498,Rajdeep Dutta,2025-01-25,2025-01-25,,,
GCD-20961,Rajdeep Dutta,2025-01-25,2025-01-25,,,
GCD-20958,Rajdeep Dutta,2025-01-25,2025-01-25,,,
GCD-20706,Etrisno,2025-01-25,2025-01-25,,,
GCD-20970,Rajdeep Dutta,2025-01-26,2025-01-26,,,
GCD-20963,Rajdeep Dutta,2025-01-30,2025-01-30,,,
GCD-20960,Rajdeep Dutta,2025-01-30,2025-01-30,,,2026-01-20
GCD-20964,Rajdeep Dutta,2025-01-30,2025-01-30,,,
GCD-20957,Rajdeep Dutta,2025-01-30,2025-01-30,,,
GCD-20985,Rajdeep Dutta,2025-01-30,2025-01-30,,,
GCD-20969,Etrisno,2025-01-31,2025-01-31,,,
GCD-4663,Rajdeep Dutta,2025-01-31,2025-01-31,,,2026-01-28
GCD-19999,Bursa OTO,2025-01-31,2025-01-31,,,
GCD-3208,Rajdeep Dutta,2025-01-31,2025-01-31,,,
GCD-15393,Rajdeep Dutta,2025-02-03,2025-02-03,,,2026-04-02
GCD-20918,Rajdeep Dutta,2025-02-03,2025-02-03,,,
GCD-20962,Rajdeep Dutta,2025-02-03,2025-02-03,,,2026-01-28
GCD-20980,Rajdeep Dutta,2025-02-03,2025-02-03,,,2025-12-16
GCD-20916,Rajdeep Dutta,2025-02-03,2025-02-03,,,
GCD-20966,Rajdeep Dutta,2025-02-03,2025-02-03,,,
GCD-20967,Rajdeep Dutta,2025-02-03,2025-02-03,,,
GCD-20974,Rajdeep Dutta,2025-02-03,2025-02-03,,,2026-04-08
GCD-20975,Rajdeep Dutta,2025-02-03,2025-02-03,,,2026-02-21
GCD-20930,Rajdeep Dutta,2025-02-03,2025-02-03,,,2026-01-27
GCD-21054,Rajdeep Dutta,2025-02-04,2025-02-04,,,
GCD-8682,Rajdeep Dutta,2025-02-04,2025-02-04,,,
GCD-20877,Rajdeep Dutta,2025-02-04,2025-02-04,,,2025-12-17
GCD-20987,Rajdeep Dutta,2025-02-04,2025-02-04,,2025-05-22,
GCD-20984,Rajdeep Dutta,2025-02-05,2025-02-05,,,
GCD-20986,Rajdeep Dutta,2025-02-05,2025-02-05,,,
GCD-15046,Rajdeep Dutta,2025-02-05,2025-02-05,,,
GCD-20989,Rajdeep Dutta,2025-02-06,2025-02-06,,,2026-01-26
GCD-20991,Rajdeep Dutta,2025-02-06,2025-02-06,,,
GCD-20510,Etrisno,2025-02-06,2025-02-06,,,
GCD-20992,Rajdeep Dutta,2025-02-06,2025-02-06,,,2026-01-23
GCD-20898,Etrisno,2025-02-06,2025-02-06,,,
GCD-20988,Rajdeep Dutta,2025-02-06,2025-02-06,,,2026-02-05
GCD-20946,Rajdeep Dutta,2025-02-07,2025-02-07,,,2026-04-27
GCD-21038,Rajdeep Dutta,2025-02-07,2025-02-07,,,
GCD-21023,Rajdeep Dutta,2025-02-07,2025-02-07,,,
GCD-20783,Bursa OTO,2025-02-07,2025-02-07,,,
